step,energy,std,acceptance_rate,step_size,cm_mean,cm_std
0,49.44563674926758,17.45169448852539,0.9793501496315002,0.3143805265426636,-0.025144385173916817,1.407123327255249
1,49.20060729980469,17.319398880004883,0.9848875999450684,0.3296244442462921,-0.02630472742021084,1.3698512315750122
2,49.62232208251953,17.395225524902344,0.988300085067749,0.3457200229167938,-0.025540504604578018,1.4390928745269775
3,49.45478439331055,17.44853401184082,0.9864751696586609,0.3625384569168091,-0.0010143452091142535,1.546112298965454
4,49.2474250793457,17.402503967285156,0.9822500348091125,0.3800218999385834,0.037039294838905334,1.6010698080062866
5,49.32040786743164,17.462648391723633,0.9766626358032227,0.3981361389160156,0.0011928053572773933,1.6192963123321533
6,49.2811393737793,17.565263748168945,0.9713375568389893,0.4169017970561981,-0.02363087609410286,1.7808878421783447
7,49.130592346191406,17.544591903686523,0.9646000266075134,0.436271071434021,0.06534877419471741,1.8610552549362183
8,49.36600875854492,17.401124954223633,0.9595000743865967,0.4563177525997162,0.027011148631572723,1.8648114204406738
9,49.27741622924805,17.54496192932129,0.9534375667572021,0.4770089089870453,-0.0029534664936363697,1.9862488508224487
10,49.417327880859375,17.425003051757812,0.9527374505996704,0.4986048936843872,-0.06412094086408615,2.09110164642334
11,49.309906005859375,17.382301330566406,0.9501625299453735,0.521050214767456,-0.007211338263005018,2.1705563068389893
12,49.41907501220703,17.401287078857422,0.947350025177002,0.5443593859672546,-0.017606152221560478,2.1831114292144775
13,49.20356750488281,17.42110824584961,0.946612536907196,0.5686711668968201,0.03936304524540901,2.334916591644287
14,49.36652374267578,17.33710479736328,0.9464625716209412,0.5940601825714111,-0.16256193816661835,2.352285385131836
15,49.28968811035156,17.286373138427734,0.944350004196167,0.6204572319984436,-0.018523557111620903,2.598118543624878
16,49.157958984375,17.409509658813477,0.9420625567436218,0.6478853225708008,-0.029616735875606537,2.6390161514282227
17,49.45456314086914,17.38494873046875,0.9429500102996826,0.6765833497047424,0.078140027821064,2.799410820007324
18,49.26747512817383,17.384004592895508,0.9433125257492065,0.7065771818161011,0.11118123680353165,2.9543704986572266
19,49.26483154296875,17.464820861816406,0.9424500465393066,0.7378396987915039,-0.02517876587808132,3.052966356277466
20,49.26755142211914,17.36162567138672,0.9420875906944275,0.7704586982727051,-0.06924797594547272,3.18798565864563
21,49.23193359375,17.48151969909668,0.9425375461578369,0.8045543432235718,-0.008081013336777687,3.284719467163086
22,49.332977294921875,17.398300170898438,0.9449625611305237,0.8403540253639221,0.003564125159755349,3.423463821411133
23,49.30265426635742,17.353530883789062,0.9434875845909119,0.877622663974762,0.0032067797146737576,3.6094839572906494
24,49.05234146118164,17.20982551574707,0.9406874775886536,0.9162983298301697,-0.10387946665287018,3.9076902866363525
25,49.25788497924805,17.304832458496094,0.9368375539779663,0.9563257098197937,-0.09851463884115219,4.099817752838135
26,49.02975845336914,17.3208065032959,0.9353375434875488,0.9979581832885742,0.016983209177851677,4.0780439376831055
27,48.87765121459961,17.183046340942383,0.9295250773429871,1.040822982788086,-0.11265099793672562,4.144896507263184
28,48.94430923461914,17.201372146606445,0.9239625930786133,1.0849500894546509,0.09351599216461182,4.328874111175537
29,49.0615119934082,17.19245147705078,0.9230000376701355,1.1308435201644897,-0.1941767930984497,4.562927722930908
30,49.13165283203125,17.23930549621582,0.9190500974655151,1.1782315969467163,-0.15251696109771729,4.9975714683532715
31,48.78655242919922,17.22170639038086,0.9135250449180603,1.226954460144043,-0.035295382142066956,4.975109577178955
32,48.952423095703125,17.331233978271484,0.9081125259399414,1.2770280838012695,0.04203440994024277,5.541018486022949
33,48.899818420410156,17.168424606323242,0.9003375172615051,1.3281522989273071,-0.3367424011230469,5.607057094573975
34,48.871726989746094,17.039058685302734,0.894925057888031,1.3806043863296509,-0.09388992190361023,5.643645286560059
35,48.85900115966797,17.045740127563477,0.8872125744819641,1.4340630769729614,-0.10645896196365356,5.648309230804443
36,48.7487907409668,17.046085357666016,0.8755375146865845,1.4879175424575806,0.029600495472550392,6.016781330108643
37,48.578678131103516,17.032264709472656,0.865100085735321,1.5422414541244507,0.1196330189704895,6.023395538330078
38,48.70656204223633,16.922239303588867,0.8574625849723816,1.5973707437515259,0.07894417643547058,6.418376445770264
39,48.5894660949707,16.949857711791992,0.8527250289916992,1.6537139415740967,0.05876205116510391,6.687326431274414
40,48.555782318115234,16.914548873901367,0.8488000631332397,1.711395502090454,0.20874154567718506,6.766898155212402
41,48.39802169799805,16.821393966674805,0.8466750979423523,1.7707252502441406,0.1055547371506691,7.389486312866211
42,48.20320129394531,16.924575805664062,0.8446500897407532,1.8317532539367676,-0.06413710117340088,7.56705379486084
43,47.862632751464844,16.811992645263672,0.8452250361442566,1.8949899673461914,-0.30137625336647034,7.620086193084717
