step,energy,std,acceptance_rate,step_size
0,16.495634078979492,13.145692825317383,0.9159374237060547,0.5207968950271606
1,44.12897491455078,27.081174850463867,0.9365624785423279,0.5435329079627991
2,74.72007751464844,46.05665969848633,0.934999942779541,0.5671765804290771
3,113.99366760253906,70.8543701171875,0.9434374570846558,0.5923272967338562
