step,energy,std,acceptance_rate,step_size,cm_mean,cm_std
0,118.4824447631836,327.2524719238281,0.8081409335136414,0.5154070258140564,0.38100069761276245,0.8631539344787598
1,110.195068359375,275.1080017089844,0.8356381058692932,0.532706081867218,0.5502908825874329,1.141628623008728
2,112.2215805053711,241.89315795898438,0.8396095037460327,0.5507972836494446,0.6488959789276123,1.325066328048706
3,122.80709838867188,238.5989532470703,0.8393599987030029,0.5694891810417175,0.6803407669067383,1.456516146659851
4,130.52191162109375,227.6950225830078,0.8339429497718811,0.5885068774223328,0.6887409090995789,1.5529887676239014
5,135.5834197998047,214.37791442871094,0.8296628594398499,0.607907772064209,0.6604405045509338,1.6213332414627075
6,141.3941192626953,211.2079315185547,0.8216952085494995,0.6274639368057251,0.6154329776763916,1.6551933288574219
7,147.90541076660156,216.7388153076172,0.816737174987793,0.6473380327224731,0.5640660524368286,1.6796185970306396
8,150.8958740234375,214.75772094726562,0.809169590473175,0.6673517227172852,0.49700701236724854,1.6810071468353271
9,151.94326782226562,209.29049682617188,0.8028762340545654,0.6875641942024231,0.41975072026252747,1.6841058731079102
10,153.5509490966797,204.96029663085938,0.7952495217323303,0.7078644633293152,0.32441839575767517,1.6623036861419678
11,152.38143920898438,201.3389129638672,0.7872514128684998,0.7281979918479919,0.2485341578722,1.6464498043060303
12,151.24913024902344,203.01388549804688,0.7818818688392639,0.7487245798110962,0.16270479559898376,1.6086500883102417
13,152.94927978515625,208.0762939453125,0.7721980810165405,0.7691047191619873,0.07392778992652893,1.5760858058929443
14,151.321533203125,205.19859313964844,0.7628647685050964,0.789321780204773,-0.025620587170124054,1.5529855489730835
15,149.6027374267578,208.7034149169922,0.7555676102638245,0.8094943165779114,-0.10933302342891693,1.50285005569458
16,147.8212432861328,206.6265411376953,0.7465447187423706,0.8294519782066345,-0.17044749855995178,1.462157130241394
17,144.4062042236328,197.3270263671875,0.7376742959022522,0.8491659760475159,-0.2385105937719345,1.4215551614761353
18,142.30581665039062,196.67462158203125,0.7285752892494202,0.8685758113861084,-0.3000110387802124,1.378081202507019
19,139.89096069335938,197.10748291015625,0.7195771932601929,0.887647807598114,-0.3417488932609558,1.3546299934387207
20,138.13722229003906,199.1855010986328,0.7121542692184448,0.9064796566963196,-0.3801942765712738,1.3295131921768188
21,136.8451385498047,194.00906372070312,0.7042514681816101,0.924994707107544,-0.4157941937446594,1.2965693473815918
22,137.1425323486328,208.6786651611328,0.6963028907775879,0.943152666091919,-0.4341988265514374,1.2717170715332031
23,135.49203491210938,208.6186981201172,0.6858152151107788,0.9606778621673584,-0.46422138810157776,1.253082275390625
24,134.56997680664062,208.3724822998047,0.6785104274749756,0.9778268933296204,-0.48510295152664185,1.2348246574401855
25,132.47850036621094,209.39065551757812,0.6720133423805237,0.9946467876434326,-0.496926486492157,1.2183659076690674
26,129.838134765625,205.53892517089844,0.6635943055152893,1.0109186172485352,-0.508692741394043,1.1970860958099365
27,129.1143341064453,205.9683380126953,0.6554113626480103,1.0266293287277222,-0.5043687224388123,1.1882051229476929
28,127.50167846679688,200.2840576171875,0.6483657360076904,1.0418609380722046,-0.49756115674972534,1.1678946018218994
29,124.40665435791016,197.1204071044922,0.6399180889129639,1.0564384460449219,-0.49103081226348877,1.1553738117218018
30,124.42191314697266,205.4587860107422,0.633152425289154,1.070505142211914,-0.4723334312438965,1.143012523651123
31,122.62220764160156,201.62940979003906,0.6257752776145935,1.0839694738388062,-0.45706161856651306,1.1258172988891602
32,120.98987579345703,200.03611755371094,0.6172723770141602,1.0966813564300537,-0.45591428875923157,1.1162488460540771
33,119.99681854248047,196.43003845214844,0.6101942658424377,1.1087661981582642,-0.44659560918807983,1.1180363893508911
34,120.6130599975586,205.7642822265625,0.603996217250824,1.1202969551086426,-0.4241390526294708,1.0962064266204834
35,118.82984924316406,205.1718292236328,0.5982761979103088,1.131306767463684,-0.4138388931751251,1.0910329818725586
36,118.02389526367188,201.71139526367188,0.5936266779899597,1.1418988704681396,-0.3848083019256592,1.0714141130447388
37,119.7229995727539,214.44271850585938,0.587011456489563,1.1518346071243286,-0.37686052918434143,1.0690100193023682
38,116.16416931152344,204.08505249023438,0.5803314447402954,1.1610875129699707,-0.34322819113731384,1.0596911907196045
39,115.60860443115234,201.39695739746094,0.5736837983131409,1.1696428060531616,-0.32022497057914734,1.0600489377975464
40,114.43841552734375,202.55392456054688,0.5683619379997253,1.1776386499404907,-0.30091992020606995,1.052503228187561
41,115.52437591552734,207.60324096679688,0.5640628933906555,1.1851829290390015,-0.28219085931777954,1.0324277877807617
42,112.7269287109375,204.92144775390625,0.5578495264053345,1.1920392513275146,-0.26735353469848633,1.0215412378311157
43,112.9319839477539,205.46524047851562,0.5529923439025879,1.1983561515808105,-0.23137323558330536,1.010823130607605
44,112.63237762451172,205.83030700683594,0.5480018854141235,1.204108476638794,-0.2187812477350235,0.9952229857444763
45,110.9987564086914,209.22999572753906,0.5439066886901855,1.209395408630371,-0.2115081250667572,0.9855116605758667
46,109.98281860351562,205.0509490966797,0.5375809669494629,1.2139403820037842,-0.19540096819400787,0.9869837164878845
47,111.39031982421875,212.65162658691406,0.535040020942688,1.2181941270828247,-0.1781873255968094,0.971701443195343
